Show Name,Genre,Venue Name,Space Name,Wheelchair Accessible Space,Enhanced Performances Available,Show Start Time,Performance Duration,Opted into Fringe Friends,Performer/Performance Company,URL to Event Details
100% Badgers with Matt Hobs,Comedy,Laughing Horse @ City Cafe,Hollywood,No,,15:20,60 mins,No,Matt Hobs / Free Festival,https://www.edfringe.com/tickets/whats-on/100-badgers-with-matt-hobs
